,n,p_contradiction,p_entailment,p_neutral,boundary,isArtifact,diff
darkskin,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
evaporated,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
clashing,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
hamburglar,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
tater,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
fawned,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
miamis,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
adopting,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
anna,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
unfished,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
towad,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
motorcylces,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
clashes,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
corporations,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
quicker,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
kayackers,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
psychiatric,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
satanist,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
cheecks,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
woodpile,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
renewing,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
artform,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
distraction,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
hangtime,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
treatise,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
inequality,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
jumo,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
747,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
disruptive,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
reenacters,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
trian,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
orion,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
duckies,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
bleeds,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
ration,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
repainted,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
lionel,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
wod,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
brighter,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
thrilling,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
lept,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
laments,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
revolt,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
1960,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
vow,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
hackers,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
chauffeur,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
discharged,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
ringo,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
starr,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
asleeping,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
beachy,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
superstar,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
shutout,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
motorycycle,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
withdrawals,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
dissapointed,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
greg,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
brothel,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
audit,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
susie,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
routing,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
sleevless,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
mixtape,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
casion,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
garth,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
brooks,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
woker,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
noteworthy,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
larping,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
spraypaint,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
pinched,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
tattoeed,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
abcs,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
becky,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
pedestrains,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
intertubes,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
dirtbiking,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
incessantly,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
gong,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
chruch,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
snowboots,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
oklahomas,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
peacocks,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
sloppily,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
spew,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
inquiring,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
rudder,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
aroound,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
fingering,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
volition,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
imminent,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
cople,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
sandwhiches,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
easiest,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
jiggles,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
caked,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
dessed,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
mamba,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
undergone,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
wearning,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
feminist,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
studing,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
mailmans,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
guacamole,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
onhis,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
earthtones,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
aggression,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
stoically,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
nemesis,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
enticed,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
bans,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
warzone,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
scamming,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
endeavors,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
amendment,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
confuses,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
grad,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
kiters,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
delta,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
coraling,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
eatign,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
fallout,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
jostling,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
ppe,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
strays,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
hygeine,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
meaty,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
backyards,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
recieves,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
klan,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
cheep,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
humas,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
grapefruit,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
waterboarder,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
creativity,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
dodger,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
weightloss,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
exchanged,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
kyoto,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
downstair,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
forties,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
profanity,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
wacthing,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
lifeforms,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
oaintball,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
buzzer,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
streching,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
intrument,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
holdin,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
manuscript,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
choping,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
sode,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
oldman,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
debutante,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
locket,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
humidity,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
drains,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
peoplea,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
unattractive,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
walkpath,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
redesign,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
camers,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
anyways,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
scoots,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
misplaced,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
stiches,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
paintballers,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
exercised,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
bathtime,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
severa,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
donkeypulled,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
tp,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
buzzing,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
oman,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
preformed,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
crewman,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
speechless,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
babay,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
rapelling,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
jorts,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
lieing,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
theremin,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
lacrosee,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
sensitive,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
combustion,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
emts,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
discussed,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
angelic,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
hree,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
aleep,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
promo,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
rabbid,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
racelers,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
innocently,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
inflatible,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
reduniform,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
unsportsmanlike,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
departs,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
gam,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
ballhandling,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
42nd,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
captors,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
behave,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
acrossed,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
tramopline,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
bono,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
blinks,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
alerts,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
symptoms,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
forester,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
nutritious,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
limps,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
tballer,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
chaperoning,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
poors,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
idian,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
concussion,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
chillin,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
venetian,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
peir,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
consumption,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
exec,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
jauntily,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
hesitant,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
bathrub,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
constructio,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
ambient,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
producers,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
impeding,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
waterskiier,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
thirteenth,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
buster,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
impersonating,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
corwd,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
typed,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
intimidating,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
womna,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
formerly,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
cigarrette,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
prostituting,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
ballpit,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
thrashing,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
basesball,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
difference,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
confuse,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
disobeys,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
threewheeler,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
rapt,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
washingtonesque,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
serenity,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
monty,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
methamphetamine,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
nickleback,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
mugging,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
rampaging,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
fastly,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
aromas,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
bbqing,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
atempting,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
agreen,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
powertool,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
reding,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
danceing,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
jennie,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
lust,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
fueled,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
boccee,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
24hour,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
savvy,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
sci,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
fi,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
musicials,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
editor,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
guidelines,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
heroin,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
yellowfaced,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
110mph,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
gestering,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
birdge,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
loke,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
unwittingly,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
cornered,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
stunting,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
conjugate,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
botique,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
waterboarding,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
firsttime,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
droid,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
builing,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
peaches,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
grapneling,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
transform,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
negroes,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
barbequing,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
seasaw,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
waging,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
advisory,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
guppy,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
dishelved,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
glueing,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
spitballs,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
moneys,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
trademark,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
cylist,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
contagious,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
fends,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
shellfish,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
griller,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
boatride,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
angrly,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
hostages,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
